Customer,Quote Time,Product,Quoted Price,Market At Quote,Inventory State,Capacity State,Competitor,Outcome,Mins To Decide,Final Gallons
C001,2025-07-16 09:10:00,ULSD,2.8769,2.7972,balanced,balanced,sole_supplier,reject,85.5,
C003,2025-07-16 10:20:00,ULSD,2.8371,2.819,balanced,tight,none,accept,114.7,10256.4
C005,2025-07-16 15:49:00,ULSD,2.8943,2.8109,long,tight,competitor_undercut,reject,3.0,
C005,2025-07-17 07:09:00,ULSD,2.8072,2.8291,balanced,tight,sole_supplier,reject,132.7,
C011,2025-07-17 09:03:00,ULSD,2.847,2.8291,balanced,tight,none,accept,100.0,6152.8
C008,2025-07-17 11:11:00,ULSD,2.8981,2.8291,long,open,competitor_undercut,reject,45.0,
C009,2025-07-17 12:58:00,ULSHO,2.4265,2.3272,short,balanced,sole_supplier,no_response,1312.7,
C021,2025-07-17 13:37:00,RBOB,2.348,2.2943,short,balanced,competitor_matched,reject,122.6,
C023,2025-07-17 15:22:00,ULSD,2.8315,2.8361,balanced,balanced,none,reject,66.8,
C003,2025-07-17 16:14:00,ULSD,2.8455,2.8361,balanced,balanced,competitor_undercut,accept,93.8,10866.1
C014,2025-07-17 16:19:00,RBOB,2.3186,2.2974,balanced,balanced,none,reject,123.7,
C002,2025-07-18 09:16:00,ULSD,2.7497,2.7532,short,open,competitor_matched,accept,105.8,5444.6
C017,2025-07-18 10:54:00,RBOB,2.3725,2.2809,balanced,open,sole_supplier,reject,82.4,
C005,2025-07-18 10:58:00,ULSD,2.7361,2.7532,long,balanced,sole_supplier,accept,39.0,7317.6
C009,2025-07-18 11:48:00,ULSHO,2.2754,2.3004,balanced,tight,competitor_undercut,no_response,896.7,
C009,2025-07-19 09:14:00,ULSHO,2.2858,2.2853,balanced,balanced,sole_supplier,accept,116.5,6448.4
C024,2025-07-19 10:16:00,ULSD,2.819,2.7849,long,balanced,none,reject,152.2,
C012,2025-07-19 13:06:00,ULSHO,2.2641,2.2785,balanced,balanced,competitor_undercut,accept,53.5,7507.7
C005,2025-07-19 13:25:00,ULSD,2.8733,2.8025,balanced,balanced,competitor_matched,reject,32.2,
C004,2025-07-19 14:56:00,RBOB,2.2703,2.2864,short,open,sole_supplier,accept,66.7,7545.5
C013,2025-07-20 09:52:00,ULSD,2.9107,2.9196,balanced,open,none,accept,149.6,6227.0
C011,2025-07-20 10:01:00,ULSD,2.9075,2.9359,short,open,none,accept,108.2,6784.9
C011,2025-07-20 10:09:00,ULSD,2.976,2.9359,short,open,none,no_response,1412.4,
C007,2025-07-20 12:25:00,ULSD,2.9225,2.9359,balanced,tight,competitor_matched,no_response,1524.4,
C010,2025-07-20 14:05:00,ULSHO,2.2456,2.2527,balanced,balanced,sole_supplier,reject,58.6,
C021,2025-07-20 14:36:00,RBOB,2.3596,2.3031,balanced,tight,none,reject,3.0,
C002,2025-07-21 10:19:00,ULSD,2.8477,2.8462,balanced,open,competitor_matched,accept,194.1,4357.4
C013,2025-07-21 11:10:00,ULSD,2.8809,2.8252,balanced,open,sole_supplier,reject,97.7,
C001,2025-07-21 11:29:00,ULSD,2.8624,2.8252,long,open,competitor_undercut,accept,194.0,6885.6
C003,2025-07-21 11:41:00,RBOB,2.298,2.3095,short,balanced,sole_supplier,accept,58.2,7997.0
C011,2025-07-21 13:11:00,ULSD,2.8338,2.8462,short,balanced,competitor_matched,no_response,1110.4,
C023,2025-07-21 16:18:00,RBOB,2.3501,2.3095,balanced,tight,competitor_undercut,reject,108.8,
C001,2025-07-21 16:23:00,RBOB,2.3508,2.2842,short,balanced,sole_supplier,reject,29.4,
C007,2025-07-22 08:37:00,RBOB,2.323,2.3262,long,open,sole_supplier,accept,168.0,6902.0
C013,2025-07-22 10:04:00,ULSD,2.859,2.875,long,tight,competitor_undercut,accept,170.0,6667.8
C022,2025-07-22 10:21:00,RBOB,2.2991,2.3114,long,open,competitor_undercut,reject,112.2,
C023,2025-07-22 12:05:00,ULSD,2.859,2.8928,long,open,none,accept,162.1,5577.1
C009,2025-07-22 12:26:00,ULSHO,2.3542,2.3079,short,open,sole_supplier,reject,154.5,
C011,2025-07-22 16:54:00,ULSD,2.8907,2.8824,long,balanced,none,accept,139.4,8876.7
C013,2025-07-23 07:51:00,ULSD,2.8856,2.8986,short,open,none,accept,157.0,6168.2
C005,2025-07-23 08:42:00,ULSD,2.952,2.9116,long,tight,competitor_matched,accept,109.0,8695.4
C024,2025-07-23 09:24:00,ULSD,2.8915,2.8986,short,balanced,competitor_undercut,reject,155.6,
C005,2025-07-23 09:29:00,ULSD,2.8856,2.9116,balanced,open,competitor_matched,accept,123.6,8036.9
C023,2025-07-23 09:30:00,ULSD,2.8957,2.9134,long,open,competitor_undercut,accept,148.7,4387.0
C013,2025-07-23 12:02:00,ULSD,2.8856,2.8986,long,tight,competitor_matched,accept,143.0,7491.0
C009,2025-07-23 12:23:00,ULSHO,2.4179,2.3156,short,open,competitor_undercut,reject,121.8,
C024,2025-07-23 14:05:00,ULSD,2.8856,2.8986,balanced,tight,sole_supplier,accept,112.8,7600.7
C011,2025-07-23 14:40:00,ULSD,2.8856,2.9116,balanced,tight,competitor_matched,accept,65.5,8203.8
C005,2025-07-23 15:00:00,ULSD,2.9644,2.9116,long,balanced,competitor_undercut,no_response,1683.1,
C022,2025-07-23 16:32:00,RBOB,2.3645,2.2656,balanced,tight,sole_supplier,no_response,2678.2,
C013,2025-07-23 16:37:00,ULSHO,2.2842,2.3013,balanced,open,none,accept,2.0,5575.5
C012,2025-07-24 07:07:00,ULSHO,2.3061,2.2823,balanced,open,competitor_undercut,reject,48.5,
C021,2025-07-24 10:24:00,RBOB,2.242,2.2555,long,balanced,none,accept,146.0,4703.0
C002,2025-07-24 12:42:00,ULSD,2.9568,2.9171,balanced,open,none,accept,112.9,6288.6
C023,2025-07-24 13:06:00,ULSD,3.0276,2.9269,short,tight,competitor_undercut,reject,29.4,
C009,2025-07-24 14:45:00,ULSHO,2.3576,2.2918,long,balanced,none,accept,56.2,5838.8
C008,2025-07-24 16:17:00,ULSD,2.9632,2.9171,long,balanced,sole_supplier,reject,136.3,
C011,2025-07-24 16:45:00,ULSD,2.9904,2.9171,long,open,competitor_undercut,reject,96.7,
C015,2025-07-24 16:58:00,RBOB,2.2649,2.2777,balanced,open,competitor_matched,accept,165.1,8133.1
C017,2025-07-25 07:23:00,RBOB,2.3021,2.2098,balanced,open,competitor_matched,accept,161.0,17036.3
C009,2025-07-25 08:35:00,ULSHO,2.3207,2.2551,short,balanced,competitor_matched,reject,170.9,
C023,2025-07-25 09:30:00,RBOB,2.3405,2.2317,balanced,open,sole_supplier,reject,102.0,
C001,2025-07-25 09:41:00,RBOB,2.275,2.2098,balanced,tight,competitor_matched,reject,42.0,
C005,2025-07-25 10:19:00,ULSD,2.9887,2.9659,balanced,balanced,sole_supplier,accept,176.9,7344.4
C006,2025-07-25 13:04:00,RBOB,2.1965,2.2256,long,tight,competitor_undercut,accept,189.1,9049.0
C008,2025-07-25 15:39:00,ULSD,3.0577,2.9659,balanced,open,competitor_matched,reject,266.3,
C007,2025-07-26 07:54:00,RBOB,2.2964,2.2624,balanced,open,none,reject,171.5,
C021,2025-07-26 09:07:00,RBOB,2.2772,2.2522,balanced,open,none,reject,88.3,
C002,2025-07-26 09:09:00,ULSD,2.8905,2.9094,short,balanced,competitor_matched,accept,134.3,5186.1
C012,2025-07-26 11:16:00,ULSD,3.0061,2.8995,short,open,competitor_undercut,reject,32.8,
C001,2025-07-26 11:19:00,ULSD,2.915,2.8995,short,balanced,none,reject,25.5,
C005,2025-07-26 13:08:00,ULSD,2.9289,2.9094,long,tight,competitor_undercut,accept,67.8,7683.1
C001,2025-07-26 14:29:00,ULSD,2.9414,2.8995,balanced,balanced,none,reject,3.0,
C017,2025-07-27 07:30:00,RBOB,2.2342,2.2491,long,tight,competitor_undercut,accept,50.5,18299.8
C002,2025-07-27 08:39:00,ULSD,2.957,2.913,short,tight,none,no_response,1544.6,
C023,2025-07-27 14:10:00,RBOB,2.2377,2.2716,balanced,open,none,accept,107.2,5281.1
C002,2025-07-27 14:43:00,ULSD,2.9594,2.913,short,tight,sole_supplier,no_response,1873.9,
C013,2025-07-27 15:32:00,ULSD,2.9255,2.9006,balanced,open,none,accept,60.0,5145.0
C004,2025-07-27 15:48:00,RBOB,2.2342,2.251,balanced,balanced,none,accept,193.8,6813.7
C002,2025-07-27 16:57:00,ULSD,2.8951,2.913,long,open,none,reject,170.7,
C011,2025-07-28 08:38:00,ULSD,3.0098,2.9824,balanced,open,competitor_undercut,reject,46.2,
C013,2025-07-28 08:51:00,ULSD,2.9545,2.9751,short,open,sole_supplier,accept,125.7,5972.4
C022,2025-07-28 08:56:00,RBOB,2.2512,2.2145,balanced,tight,competitor_undercut,reject,217.5,
C019,2025-07-28 11:45:00,ULSD,2.9801,2.9751,balanced,tight,sole_supplier,accept,171.5,109817.2
C009,2025-07-28 12:27:00,ULSHO,2.2532,2.2663,balanced,balanced,competitor_matched,accept,2.0,4661.7
C009,2025-07-28 12:58:00,ULSHO,2.2687,2.2663,short,balanced,sole_supplier,reject,127.4,
C006,2025-07-28 13:41:00,RBOB,2.2052,2.2207,balanced,open,competitor_undercut,accept,137.9,9422.7
C024,2025-07-28 15:03:00,ULSD,2.9545,2.9751,balanced,tight,competitor_matched,no_response,2059.9,
C008,2025-07-29 10:53:00,ULSD,3.0406,2.9645,long,open,none,reject,86.1,
C015,2025-07-29 11:48:00,RBOB,2.3367,2.2393,short,tight,competitor_matched,accept,147.2,6245.9
C013,2025-07-29 13:52:00,ULSHO,2.3458,2.2954,short,open,competitor_undercut,reject,37.0,
C017,2025-07-30 08:10:00,RBOB,2.1933,2.2038,balanced,tight,sole_supplier,accept,14.7,16928.2
C003,2025-07-30 08:27:00,RBOB,2.2928,2.2322,short,tight,competitor_matched,reject,45.1,
C011,2025-07-30 10:37:00,ULSD,2.9231,2.9428,long,balanced,none,accept,112.0,5207.2
C003,2025-07-30 10:54:00,RBOB,2.2869,2.2322,long,open,competitor_matched,accept,43.6,7899.8
C010,2025-07-30 11:12:00,ULSHO,2.2227,2.2372,balanced,balanced,competitor_undercut,accept,147.0,6769.1
C009,2025-07-30 13:28:00,ULSHO,2.2237,2.2459,short,tight,sole_supplier,accept,133.3,3479.7
C024,2025-07-30 14:00:00,ULSD,3.0281,2.9398,balanced,open,sole_supplier,no_response,811.8,
C005,2025-07-30 16:59:00,ULSD,3.0461,2.9428,short,open,competitor_undercut,reject,86.9,
C012,2025-07-31 07:09:00,ULSHO,2.2178,2.1996,long,balanced,competitor_undercut,accept,130.2,5458.6
C001,2025-07-31 08:21:00,ULSD,2.9314,2.9438,short,balanced,none,accept,104.4,7100.3
C021,2025-07-31 11:36:00,RBOB,2.2479,2.242,balanced,tight,competitor_undercut,accept,123.7,5796.6
C005,2025-08-01 07:03:00,ULSD,3.0015,2.9331,long,open,sole_supplier,reject,138.3,
C005,2025-08-01 07:49:00,ULSD,2.9742,2.9331,balanced,open,none,reject,82.7,
C007,2025-08-01 07:52:00,ULSD,3.0159,2.9331,balanced,tight,sole_supplier,reject,106.2,
C022,2025-08-01 11:15:00,RBOB,2.24,2.1814,long,open,competitor_matched,reject,121.0,
C009,2025-08-01 11:24:00,ULSHO,2.268,2.1912,balanced,tight,none,reject,70.0,
C009,2025-08-01 15:04:00,ULSHO,2.2547,2.1912,balanced,tight,none,reject,144.6,
C019,2025-08-01 16:51:00,ULSD,2.9587,2.9114,balanced,balanced,competitor_undercut,reject,56.0,
C022,2025-08-02 07:56:00,RBOB,2.1249,2.1361,balanced,balanced,none,accept,139.5,3125.1
C021,2025-08-02 10:04:00,RBOB,2.1389,2.1361,balanced,balanced,sole_supplier,accept,14.6,5760.6
C001,2025-08-02 10:06:00,ULSD,3.0625,2.9943,balanced,tight,none,reject,222.1,
C024,2025-08-02 11:51:00,ULSD,2.981,2.9943,short,open,competitor_undercut,no_response,139.4,
C003,2025-08-02 12:37:00,RBOB,2.1249,2.1615,balanced,tight,competitor_undercut,accept,55.7,7737.6
C011,2025-08-03 07:20:00,ULSD,2.9883,2.9652,balanced,open,sole_supplier,accept,71.4,4806.5
C005,2025-08-03 10:44:00,ULSD,2.9449,2.9652,balanced,balanced,none,accept,128.7,8417.4
C008,2025-08-03 14:40:00,ULSD,2.9605,2.9652,long,tight,sole_supplier,accept,200.1,5884.5
C021,2025-08-04 07:40:00,RBOB,2.2604,2.2173,short,tight,competitor_undercut,reject,68.5,
C022,2025-08-04 07:54:00,RBOB,2.3077,2.2173,short,open,none,no_response,2239.4,
C008,2025-08-04 08:23:00,ULSD,2.9831,3.0056,balanced,balanced,competitor_undercut,reject,126.7,
C024,2025-08-04 08:46:00,ULSD,2.9831,3.0001,balanced,balanced,sole_supplier,accept,186.6,5395.4
C013,2025-08-04 10:20:00,ULSD,2.9831,3.0001,balanced,tight,none,accept,230.3,6546.4
C007,2025-08-04 14:39:00,ULSD,3.0886,3.0056,balanced,open,none,reject,54.1,
C024,2025-08-04 16:14:00,ULSD,2.9831,3.0001,long,balanced,none,accept,62.3,4562.5
C011,2025-08-05 07:53:00,ULSD,3.0353,2.9645,balanced,balanced,competitor_matched,reject,90.6,
C010,2025-08-05 08:31:00,ULSD,2.9594,2.946,balanced,open,sole_supplier,reject,159.9,
C010,2025-08-05 12:59:00,ULSHO,2.1087,2.1236,short,open,none,accept,102.9,7075.9
C012,2025-08-05 13:11:00,ULSHO,2.1087,2.1236,balanced,tight,competitor_matched,accept,67.4,5045.7
C003,2025-08-05 15:23:00,ULSD,2.9984,2.9637,short,open,sole_supplier,reject,113.9,
C008,2025-08-06 10:01:00,ULSD,3.0363,2.9978,short,tight,competitor_undercut,reject,3.0,
C024,2025-08-06 10:42:00,ULSD,3.0039,2.9818,long,balanced,competitor_undercut,accept,73.9,5532.5
C001,2025-08-06 13:56:00,RBOB,2.3324,2.2526,balanced,balanced,competitor_matched,reject,101.8,
C023,2025-08-06 14:06:00,RBOB,2.2608,2.271,balanced,tight,none,accept,109.3,4587.1
C023,2025-08-07 07:48:00,RBOB,2.313,2.3193,balanced,balanced,competitor_matched,reject,82.7,
C011,2025-08-07 08:27:00,ULSD,3.0332,2.9924,balanced,open,none,reject,118.9,
C003,2025-08-07 10:32:00,ULSD,3.0896,3.0139,balanced,open,sole_supplier,reject,4.2,
C006,2025-08-07 10:33:00,RBOB,2.2983,2.2909,short,balanced,competitor_undercut,accept,162.0,6813.8
C008,2025-08-07 10:43:00,ULSD,3.0791,2.9924,balanced,open,none,accept,74.8,6039.6
C005,2025-08-07 13:16:00,ULSD,3.032,2.9924,short,open,competitor_undercut,reject,49.5,
C011,2025-08-07 13:29:00,ULSD,2.9691,2.9924,balanced,balanced,competitor_undercut,reject,17.8,
C002,2025-08-08 08:27:00,ULSD,2.9163,2.8776,short,tight,competitor_matched,no_response,1276.3,
C009,2025-08-08 10:01:00,ULSHO,2.1261,2.151,balanced,open,none,accept,131.7,5334.7
C016,2025-08-08 10:19:00,ULSD,2.8938,2.874,short,tight,competitor_undercut,reject,100.2,
C004,2025-08-08 10:23:00,ULSD,2.9035,2.8776,balanced,open,sole_supplier,accept,124.8,6077.9
C005,2025-08-08 11:02:00,ULSD,2.8575,2.8776,short,balanced,competitor_matched,accept,93.1,9238.9
C023,2025-08-08 11:51:00,RBOB,2.4117,2.3917,balanced,tight,competitor_undercut,reject,126.7,
C006,2025-08-08 14:06:00,RBOB,2.3604,2.3888,short,tight,sole_supplier,accept,138.1,8332.8
C023,2025-08-08 14:15:00,ULSD,2.9531,2.8933,long,open,none,no_response,474.4,
C003,2025-08-08 15:28:00,ULSD,2.9897,2.8933,balanced,tight,none,reject,32.2,
C024,2025-08-09 07:39:00,ULSD,2.9378,2.865,balanced,open,competitor_undercut,no_response,1492.0,
C022,2025-08-09 09:12:00,RBOB,2.3462,2.3561,short,open,competitor_matched,accept,123.1,2890.5
C024,2025-08-09 10:17:00,ULSD,2.8554,2.865,balanced,open,sole_supplier,no_response,725.6,
C011,2025-08-09 15:08:00,ULSD,2.9142,2.8794,balanced,tight,sole_supplier,accept,114.7,7802.6
C008,2025-08-10 07:09:00,ULSD,2.8233,2.8518,balanced,open,sole_supplier,accept,8.9,6572.0
C005,2025-08-10 09:00:00,ULSD,2.9206,2.8518,balanced,balanced,sole_supplier,reject,3.0,
C013,2025-08-10 09:04:00,ULSD,2.9319,2.8408,short,open,competitor_matched,reject,168.4,
C007,2025-08-10 11:44:00,RBOB,2.3764,2.3527,balanced,tight,competitor_matched,accept,107.8,6776.9
C013,2025-08-10 14:19:00,ULSD,2.896,2.8408,short,balanced,competitor_matched,reject,128.9,
C009,2025-08-10 16:38:00,ULSHO,2.1752,2.1187,balanced,balanced,competitor_undercut,reject,3.0,
C001,2025-08-11 10:35:00,RBOB,2.4455,2.384,balanced,tight,none,accept,76.7,6446.2
C002,2025-08-11 10:37:00,ULSD,2.9395,2.8384,long,open,sole_supplier,reject,153.0,
C003,2025-08-11 11:33:00,RBOB,2.379,2.4144,balanced,balanced,competitor_undercut,accept,82.6,9319.4
C023,2025-08-11 11:43:00,RBOB,2.4603,2.4144,short,open,none,reject,24.9,
C018,2025-08-11 13:33:00,RBOB,2.4111,2.4144,balanced,open,competitor_matched,accept,163.2,8680.7
C007,2025-08-11 13:54:00,RBOB,2.456,2.4081,balanced,open,competitor_undercut,reject,185.5,
C005,2025-08-11 14:20:00,ULSD,2.8105,2.8384,long,balanced,competitor_undercut,accept,170.0,6714.2
C012,2025-08-11 14:34:00,ULSHO,2.1186,2.1363,short,tight,competitor_matched,accept,103.0,6320.3
C011,2025-08-11 15:29:00,ULSD,2.8216,2.8384,balanced,balanced,competitor_matched,accept,190.2,7870.1
C021,2025-08-11 16:24:00,RBOB,2.4647,2.384,short,tight,competitor_matched,reject,87.8,
C006,2025-08-12 07:32:00,RBOB,2.4971,2.4245,balanced,balanced,competitor_undercut,reject,138.0,
C013,2025-08-12 08:51:00,ULSD,2.9367,2.8961,balanced,balanced,none,accept,16.5,8878.8
C017,2025-08-12 10:46:00,RBOB,2.4482,2.4146,balanced,open,none,reject,115.7,
C015,2025-08-12 11:43:00,RBOB,2.4735,2.4334,long,open,competitor_undercut,reject,3.0,
C024,2025-08-12 13:49:00,ULSD,2.9014,2.8961,long,open,competitor_matched,reject,3.0,
C023,2025-08-13 08:16:00,ULSD,2.8631,2.869,short,open,competitor_matched,reject,3.0,
C015,2025-08-13 09:38:00,RBOB,2.5067,2.4639,long,tight,sole_supplier,no_response,1938.8,
C003,2025-08-13 09:43:00,ULSD,2.8272,2.869,balanced,open,none,accept,20.9,9706.5
C003,2025-08-13 12:20:00,ULSD,2.8693,2.869,balanced,balanced,competitor_matched,accept,125.2,7719.9
C018,2025-08-13 14:26:00,RBOB,2.5136,2.4639,balanced,tight,competitor_matched,reject,3.0,
C021,2025-08-14 07:21:00,RBOB,2.4399,2.4263,long,open,competitor_matched,reject,21.7,
C023,2025-08-14 07:50:00,RBOB,2.4136,2.4499,long,tight,none,accept,53.9,6764.1
C001,2025-08-14 09:53:00,ULSD,2.8384,2.8001,long,open,none,accept,67.3,6958.4
C010,2025-08-14 11:31:00,ULSHO,2.087,2.0966,balanced,tight,competitor_undercut,no_response,795.5,
C015,2025-08-14 13:14:00,ULSD,2.8559,2.8242,balanced,tight,none,reject,9.4,
C013,2025-08-14 13:50:00,ULSD,2.815,2.8001,balanced,open,sole_supplier,accept,128.8,5684.6
C004,2025-08-14 15:19:00,RBOB,2.5128,2.4386,balanced,balanced,competitor_matched,reject,53.8,
C022,2025-08-15 08:45:00,RBOB,2.4945,2.5058,balanced,tight,none,accept,83.5,3039.2
C004,2025-08-15 14:44:00,RBOB,2.5836,2.5165,short,tight,sole_supplier,no_response,1750.4,
C011,2025-08-15 15:03:00,ULSD,2.8568,2.8775,balanced,tight,competitor_undercut,accept,164.6,6273.1
C023,2025-08-15 15:40:00,ULSD,2.9246,2.8951,short,balanced,none,reject,18.2,
C022,2025-08-15 16:11:00,RBOB,2.5959,2.5058,balanced,open,competitor_matched,reject,125.6,
C009,2025-08-16 09:46:00,ULSHO,2.2213,2.1503,short,tight,sole_supplier,reject,17.2,
C013,2025-08-16 11:32:00,ULSHO,2.1184,2.1296,balanced,tight,none,accept,105.6,4555.5
C009,2025-08-16 14:52:00,ULSHO,2.194,2.1503,long,balanced,none,reject,65.1,
C006,2025-08-16 15:49:00,RBOB,2.5601,2.5872,short,open,competitor_matched,accept,179.4,9072.8
C021,2025-08-16 16:54:00,RBOB,2.6886,2.5789,long,balanced,sole_supplier,no_response,1357.2,
C001,2025-08-17 08:34:00,RBOB,2.5853,2.5966,long,open,competitor_matched,accept,145.9,7775.2
C013,2025-08-17 09:05:00,ULSD,3.0751,2.9667,balanced,tight,competitor_undercut,reject,72.2,
C008,2025-08-17 10:51:00,ULSD,3.0087,2.9757,short,balanced,sole_supplier,reject,136.2,
C007,2025-08-17 11:52:00,ULSD,2.9532,2.9757,balanced,open,competitor_undercut,reject,166.2,
C022,2025-08-17 12:22:00,RBOB,2.6099,2.5966,balanced,open,competitor_undercut,reject,171.9,
C024,2025-08-17 12:23:00,ULSD,3.0489,2.9667,short,tight,sole_supplier,reject,66.0,
C002,2025-08-17 14:32:00,ULSD,3.0806,2.9757,balanced,tight,none,reject,92.0,
C012,2025-08-17 14:36:00,ULSD,3.075,2.9667,long,tight,competitor_undercut,reject,122.3,
C001,2025-08-17 15:09:00,RBOB,2.6653,2.5966,balanced,balanced,none,accept,104.6,7360.9
C021,2025-08-17 16:36:00,RBOB,2.5853,2.5966,balanced,open,competitor_undercut,reject,17.2,
C007,2025-08-18 07:45:00,RBOB,2.6241,2.6389,short,open,sole_supplier,accept,167.1,7907.0
C008,2025-08-18 08:54:00,ULSD,3.0256,2.988,short,open,sole_supplier,reject,108.8,
C011,2025-08-18 11:12:00,ULSD,3.0091,2.988,short,tight,none,accept,161.6,7782.4
C015,2025-08-18 12:03:00,ULSD,3.076,3.0066,long,open,sole_supplier,reject,223.3,
C003,2025-08-18 12:12:00,ULSD,3.0186,3.0066,short,balanced,competitor_matched,reject,4.9,
C009,2025-08-18 12:27:00,ULSHO,2.0802,2.1111,long,open,competitor_undercut,no_response,1032.2,
C021,2025-08-18 12:39:00,RBOB,2.6135,2.6191,short,balanced,none,accept,172.1,5680.6
C022,2025-08-18 13:33:00,RBOB,2.6608,2.6191,long,balanced,none,accept,120.1,3454.4
C009,2025-08-18 13:45:00,ULSHO,2.2082,2.1111,balanced,balanced,competitor_matched,reject,139.7,
C015,2025-08-18 14:53:00,RBOB,2.6805,2.6436,balanced,tight,none,no_response,2445.1,
C001,2025-08-19 12:19:00,ULSD,2.984,2.9427,balanced,open,competitor_undercut,accept,110.9,6810.3
C021,2025-08-19 15:13:00,RBOB,2.5196,2.5376,balanced,open,none,no_response,1629.2,
C002,2025-08-20 07:50:00,ULSD,2.9576,2.9429,balanced,tight,sole_supplier,accept,77.2,5749.6
C007,2025-08-20 07:54:00,ULSD,2.9183,2.9429,short,tight,competitor_undercut,reject,93.1,
C001,2025-08-20 08:06:00,ULSD,2.9183,2.9316,balanced,balanced,sole_supplier,no_response,958.9,
C007,2025-08-20 08:21:00,ULSD,2.9838,2.9429,balanced,tight,competitor_undercut,reject,52.2,
C012,2025-08-20 09:51:00,ULSD,3.0155,2.9316,short,balanced,competitor_matched,accept,102.0,6401.7
C001,2025-08-20 10:03:00,ULSD,3.0077,2.9316,balanced,open,competitor_matched,reject,142.7,
C002,2025-08-20 10:21:00,ULSD,2.9183,2.9429,long,tight,competitor_undercut,accept,195.4,5071.3
C024,2025-08-20 11:10:00,ULSD,2.9183,2.9316,balanced,tight,competitor_matched,accept,107.3,6329.3
C001,2025-08-20 11:29:00,ULSD,2.9183,2.9316,balanced,open,sole_supplier,accept,88.7,5693.7
C011,2025-08-20 12:04:00,ULSD,3.0411,2.9429,short,tight,competitor_undercut,reject,153.8,
C021,2025-08-20 14:24:00,RBOB,2.6849,2.5783,balanced,balanced,competitor_matched,reject,136.0,
C007,2025-08-20 16:33:00,ULSD,3.0519,2.9429,short,open,none,reject,89.7,
C007,2025-08-20 16:57:00,RBOB,2.5637,2.5849,balanced,tight,sole_supplier,reject,150.4,
C001,2025-08-21 08:25:00,ULSD,3.0694,2.9857,short,balanced,sole_supplier,reject,117.9,
C011,2025-08-21 09:01:00,ULSD,3.0534,3.0013,long,balanced,competitor_matched,no_response,766.7,
C012,2025-08-21 09:52:00,ULSHO,2.1985,2.202,long,balanced,none,accept,131.5,7954.0
C020,2025-08-21 13:45:00,ULSD,2.9783,3.0013,short,balanced,competitor_matched,accept,129.8,65676.3
C023,2025-08-21 14:13:00,RBOB,2.6534,2.5947,long,tight,competitor_matched,reject,3.0,
C004,2025-08-21 14:24:00,RBOB,2.6683,2.5853,balanced,open,sole_supplier,reject,112.9,
C010,2025-08-21 15:00:00,ULSHO,2.2702,2.202,balanced,open,none,no_response,1867.2,
C005,2025-08-21 15:32:00,ULSD,3.0404,3.0013,balanced,balanced,competitor_matched,reject,3.0,
C011,2025-08-22 07:34:00,ULSD,3.1196,3.0436,short,tight,none,reject,122.5,
C001,2025-08-22 09:00:00,ULSD,3.0256,3.0355,long,tight,none,accept,111.4,7312.3
C022,2025-08-22 09:17:00,RBOB,2.6055,2.5786,balanced,tight,competitor_matched,reject,56.3,
C001,2025-08-22 09:59:00,ULSD,3.0416,3.0355,balanced,tight,none,accept,128.7,6569.1
C001,2025-08-22 10:05:00,ULSD,3.0721,3.0355,balanced,tight,none,reject,203.5,
C010,2025-08-22 11:06:00,ULSD,3.0309,3.0355,short,balanced,sole_supplier,accept,97.4,7980.2
C015,2025-08-22 14:34:00,ULSD,3.1174,3.0633,balanced,balanced,none,reject,201.4,
C009,2025-08-22 14:52:00,ULSHO,2.202,2.2215,balanced,open,none,accept,99.8,3795.8
C007,2025-08-23 07:16:00,ULSD,3.1754,3.0725,short,open,none,reject,101.7,
C008,2025-08-23 10:20:00,ULSD,3.0452,3.0725,long,balanced,competitor_matched,no_response,797.2,
C021,2025-08-23 10:54:00,RBOB,2.6433,2.6139,short,tight,sole_supplier,reject,3.0,
C010,2025-08-23 11:11:00,ULSD,3.1463,3.0636,short,tight,competitor_undercut,reject,49.7,
C011,2025-08-23 11:29:00,ULSD,3.0452,3.0725,balanced,open,sole_supplier,no_response,2147.0,
C010,2025-08-23 12:25:00,ULSD,3.1667,3.0636,long,balanced,competitor_undercut,reject,132.3,
C022,2025-08-23 14:01:00,RBOB,2.6033,2.6139,balanced,tight,competitor_undercut,accept,186.9,4020.2
C010,2025-08-23 14:31:00,ULSD,3.0452,3.0636,short,tight,sole_supplier,accept,40.6,3742.6
C014,2025-08-23 14:55:00,RBOB,2.6086,2.6272,long,open,competitor_undercut,accept,120.3,10991.5
C023,2025-08-23 15:02:00,ULSD,3.1829,3.0852,balanced,balanced,none,reject,88.7,
C010,2025-08-23 15:19:00,ULSD,3.1407,3.0636,long,tight,none,reject,77.9,
C021,2025-08-23 15:34:00,RBOB,2.6281,2.6139,balanced,open,competitor_matched,reject,31.9,
C011,2025-08-23 15:47:00,ULSD,3.1602,3.0725,balanced,open,competitor_undercut,reject,157.6,
C010,2025-08-23 16:02:00,ULSHO,2.3449,2.2355,balanced,balanced,none,reject,21.4,
C022,2025-08-24 07:04:00,RBOB,2.6018,2.6173,balanced,balanced,competitor_undercut,reject,86.9,
C010,2025-08-24 07:05:00,ULSHO,2.1575,2.1516,balanced,tight,competitor_undercut,reject,86.9,
C022,2025-08-24 07:30:00,RBOB,2.6527,2.6173,balanced,tight,competitor_undercut,reject,3.0,
